game_pk,game_date,away_team,home_team,hp_umpire_id,hp_umpire_name,away_runs,home_runs,away_bb,home_bb,away_k,home_k
823366,2026-06-25,,,554242,Edwin Moscoso,1,5,6,1,7,13
823209,2026-06-25,,,607884,Paul Clemons,9,6,3,4,9,10
824258,2026-06-25,,,605674,Ryan Wills,2,1,0,1,7,13
822717,2026-06-25,,,665299,Louie Krupa,10,5,5,1,10,12
822797,2026-06-25,,,577468,Roberto Ortiz,6,5,6,1,5,8
823612,2026-06-25,,,490319,Jordan Baker,4,3,2,6,12,8
824747,2026-06-25,,,429805,Todd Tichenor,3,6,3,3,10,10
824255,2026-06-26,,,427013,Lance Barksdale,0,8,2,7,5,9
823363,2026-06-26,,,605672,Jeremie Rehak,6,4,2,2,13,10
824824,2026-06-26,,,605673,Alex Tosi,1,3,0,7,10,12
822796,2026-06-26,,,427554,Jim Wolf,5,4,3,3,10,11
824423,2026-06-26,,,427533,Mark Wegner,3,1,6,1,13,7
822962,2026-06-26,,,431232,Chad Fairchild,1,6,1,2,4,0
823610,2026-06-26,,,573597,Gabe Morales,2,1,2,1,9,7
824743,2026-06-26,,,658325,Tyler Jones,1,6,2,4,7,2
824582,2026-06-26,,,503493,Sean Barber,1,22,3,7,10,9
823773,2026-06-26,,,544728,Nic Lentz,2,6,7,5,8,8
823688,2026-06-26,,,483919,Mark Ripperger,8,9,4,2,8,4
823039,2026-06-26,,,608093,Junior Valentine,4,0,5,2,4,7
824014,2026-06-26,,,665302,Dillon Wilson,9,3,2,4,10,11
823285,2026-06-26,,,482641,Adrian Johnson,1,7,4,9,6,4
823206,2026-06-26,,,483630,John Tumpane,3,1,2,4,6,5
824257,2026-06-27,,,504381,Will Little,8,6,2,2,5,5
824745,2026-06-27,,,623949,Clint Vondrak,1,4,3,2,6,9
822794,2026-06-27,,,623945,Alex MacKay,7,4,6,1,13,11
823364,2026-06-27,,,427248,Dan Iassogna,9,7,4,3,9,12
823609,2026-06-27,,,427139,Doug Eddings,2,6,3,5,10,9
824581,2026-06-27,,,596805,John Libka,1,2,3,1,9,8
822960,2026-06-27,,,427344,Bill Miller,2,4,0,4,8,7
824825,2026-06-27,,,484183,Cory Blaser,4,3,3,3,14,12
824421,2026-06-27,,,547380,Carlos Torres,3,4,3,0,8,8
823689,2026-06-27,,,575629,Shane Livensparger,8,5,4,1,4,4
823770,2026-06-27,,,427537,Hunter Wendelstedt,8,2,5,1,11,5
823038,2026-06-27,,,658536,Austin Jones,5,1,2,2,6,9
823283,2026-06-27,,,511890,Quinn Wolcott,15,3,5,4,6,6
823207,2026-06-27,,,482620,Chris Conroy,0,5,3,1,7,8
824015,2026-06-27,,,521051,Nick Mahrley,2,5,5,1,13,8
824821,2026-06-28,,,596740,Jansen Visconti,6,4,5,4,6,5
823362,2026-06-28,,,644760,Adam Beck,4,9,4,8,6,11
822795,2026-06-28,,,484198,Alan Porter,3,2,6,1,10,8
824256,2026-06-28,,,596809,Ryan Additon,7,5,5,7,13,7
824422,2026-06-28,,,608158,Nate Tomlinson,5,6,4,6,9,7
822959,2026-06-28,,,665281,Brian Walsh,1,5,1,2,9,5
823608,2026-06-28,,,483912,Mike Muchlinski,5,4,1,8,9,10
823686,2026-06-28,,,605670,Dan Merzel,2,3,1,0,14,1
824580,2026-06-28,,,482666,D.J. Reyburn,5,4,2,5,8,6
823769,2026-06-28,,,483569,Vic Carapazza,4,3,6,4,12,12
823037,2026-06-28,,,521889,Stu Scheurwater,1,2,3,0,9,2
824011,2026-06-28,,,521251,Ben May,1,4,3,1,9,5
823204,2026-06-28,,,691042,Willie Traynor,2,3,1,2,3,12
823281,2026-06-28,,,594151,Ramon De Jesus,4,2,4,3,9,10
824744,2026-06-28,,,503077,Adam Hamari,4,5,2,4,12,8
824822,2026-06-29,,,427129,Bruce Dreckman,8,2,4,4,8,13
823444,2026-06-29,,,427164,Andy Fletcher,11,7,5,3,13,13
823529,2026-06-29,,,427315,Alfonso Márquez,7,3,2,1,9,13
822792,2026-06-29,,,428442,James Hoye,1,2,2,4,5,8
824741,2026-06-29,,,554242,Edwin Moscoso,3,6,2,1,12,4
824420,2026-06-29,,,623938,Erich Bacchus,6,3,1,1,10,5
823771,2026-06-29,,,483564,Dan Bellino,3,5,1,6,10,6
824662,2026-06-29,,,605674,Ryan Wills,2,3,2,4,7,9
824176,2026-06-29,,,639723,Brennan Miller,5,4,4,3,8,8
824339,2026-06-29,,,607884,Paul Clemons,10,7,4,5,6,5
824986,2026-06-29,,,484499,Manny Gonzalez,9,4,2,3,10,7
823121,2026-06-29,,,427197,Chris Guccione,2,6,2,2,8,6
825065,2026-06-29,,,503586,Tripp Gibson,4,5,1,6,3,3
824819,2026-06-30,,,427533,Mark Wegner,9,3,6,3,13,6
824418,2026-06-30,,,427366,Brian O'Nora,4,2,0,0,5,12
823445,2026-06-30,,,605673,Alex Tosi,0,8,3,3,13,8
823528,2026-06-30,,,482631,Mike Estabrook,9,3,1,1,8,11
822793,2026-06-30,,,503493,Sean Barber,3,0,3,2,11,9
824742,2026-06-30,,,544728,Nic Lentz,8,1,5,0,8,13
824907,2026-06-30,,,577468,Roberto Ortiz,5,3,5,7,6,12
824096,2026-06-30,,,490319,Jordan Baker,10,4,11,1,2,7
823768,2026-06-30,,,483919,Mark Ripperger,2,7,2,2,10,12
824661,2026-06-30,,,605672,Jeremie Rehak,7,9,2,6,4,5
824175,2026-06-30,,,483630,John Tumpane,4,6,2,3,9,9
824338,2026-06-30,,,511890,Quinn Wolcott,14,3,2,6,5,12
824984,2026-06-30,,,676580,Steven Jaschinski,9,3,5,1,3,15
823122,2026-06-30,,,598411,Nestor Ceja,3,8,3,3,6,16
825066,2026-06-30,,,503502,Ryan Blakney,2,8,2,7,3,5
824818,2026-07-01,,,547380,Carlos Torres,1,6,1,7,6,12
824419,2026-07-01,,,503490,Chris Segal,4,9,6,2,8,8
824740,2026-07-01,,,427537,Hunter Wendelstedt,10,2,10,4,10,10
823530,2026-07-01,,,483561,Lance Barrett,6,2,4,2,10,12
824660,2026-07-01,,,427248,Dan Iassogna,3,23,3,7,7,10
822791,2026-07-01,,,596805,John Libka,3,9,2,5,11,7
823446,2026-07-01,,,484183,Cory Blaser,6,10,3,5,13,13
824905,2026-07-01,,,427554,Jim Wolf,1,5,1,4,11,5
824094,2026-07-01,,,608093,Junior Valentine,4,0,0,1,10,7
824174,2026-07-01,,,482620,Chris Conroy,8,3,6,4,12,13
823767,2026-07-01,,,665576,Brock Ballou,2,4,1,7,10,4
824337,2026-07-01,,,665298,Dexter Kelley,3,6,2,0,11,6
824985,2026-07-01,,,665297,Tom Hanahan,1,7,6,2,11,5
825064,2026-07-01,,,521051,Nick Mahrley,6,4,1,1,6,10
823442,2026-07-02,,,596740,Jansen Visconti,6,1,6,2,12,10
823765,2026-07-02,,,605670,Dan Merzel,7,2,3,2,13,7
824335,2026-07-02,,,594151,Ramon De Jesus,4,14,6,5,3,4
824416,2026-07-02,,,483569,Vic Carapazza,5,6,2,9,6,4
824906,2026-07-02,,,484198,Alan Porter,11,5,3,3,4,6
824093,2026-07-02,,,658536,Austin Jones,5,2,3,1,3,10
822884,2026-07-02,,,691042,Willie Traynor,4,10,3,4,14,3
823119,2026-07-02,,,605671,Charlie Ramos,0,1,1,4,10,10
823935,2026-07-02,,,521251,Ben May,7,12,5,6,9,4
824659,2026-07-03,,,483564,Dan Bellino,17,1,4,1,7,6
822714,2026-07-03,,,608158,Nate Tomlinson,5,9,3,3,7,2
823527,2026-07-03,,,482666,D.J. Reyburn,2,5,2,3,14,4
824498,2026-07-03,,,427113,Laz Diaz,3,0,5,6,7,7
824417,2026-07-03,,,554242,Edwin Moscoso,3,4,2,5,11,13
824904,2026-07-03,,,623946,Malachi Moore,3,5,2,4,5,11
824336,2026-07-03,,,427292,Ron Kulpa,3,15,1,7,10,6
824173,2026-07-03,,,427164,Andy Fletcher,3,1,1,1,8,4
824013,2026-07-03,,,644760,Adam Beck,5,2,3,0,10,7
824982,2026-07-03,,,427128,Rob Drake,12,5,7,4,12,8
825062,2026-07-03,,,482663,David Rackley,7,4,5,3,10,7
823933,2026-07-03,,,503586,Tripp Gibson,3,4,3,5,14,5
823120,2026-07-03,,,607884,Paul Clemons,2,0,2,2,5,12
822716,2026-07-04,,,427129,Bruce Dreckman,7,1,3,5,9,11
823526,2026-07-04,,,428442,James Hoye,11,4,5,6,10,9
822882,2026-07-04,,,639723,Brennan Miller,3,0,1,1,6,5
823118,2026-07-04,,,511890,Quinn Wolcott,0,11,0,3,8,9
824499,2026-07-04,,,623938,Erich Bacchus,8,5,7,6,9,6
824171,2026-07-04,,,605673,Alex Tosi,8,10,8,3,10,4
824415,2026-07-04,,,544728,Nic Lentz,3,1,4,1,7,14
824658,2026-07-04,,,483919,Mark Ripperger,3,0,4,4,13,12
824903,2026-07-04,,,427315,Alfonso Márquez,3,14,3,4,10,5
824334,2026-07-04,,,482608,Scott Barry,6,4,3,4,8,7
824092,2026-07-04,,,623945,Alex MacKay,6,1,3,0,8,15
824012,2026-07-04,,,676580,Steven Jaschinski,8,1,6,3,6,9
824983,2026-07-04,,,490319,Jordan Baker,7,2,6,1,7,9
825063,2026-07-04,,,427197,Chris Guccione,3,4,2,2,10,9
823932,2026-07-04,,,503502,Ryan Blakney,0,3,2,3,13,7
824902,2026-07-05,,,482631,Mike Estabrook,10,9,4,2,5,11
822715,2026-07-05,,,427533,Mark Wegner,11,5,6,5,10,4
824497,2026-07-05,,,427366,Brian O'Nora,2,3,4,1,7,5
823525,2026-07-05,,,503493,Sean Barber,6,1,4,1,10,11
824413,2026-07-05,,,427537,Hunter Wendelstedt,7,6,6,3,4,9
824656,2026-07-05,,,665576,Brock Ballou,4,6,3,2,5,7
824091,2026-07-05,,,577468,Roberto Ortiz,2,5,2,2,7,8
824172,2026-07-05,,,484183,Cory Blaser,0,2,2,1,9,12
822879,2026-07-05,,,483630,John Tumpane,6,3,4,2,10,5
824333,2026-07-05,,,665297,Tom Hanahan,6,7,4,0,12,9
825061,2026-07-05,,,598411,Nestor Ceja,3,2,0,6,5,6
824980,2026-07-05,,,608093,Junior Valentine,9,8,7,3,4,10
823117,2026-07-05,,,665298,Dexter Kelley,0,4,2,2,6,10
823931,2026-07-05,,,521051,Nick Mahrley,5,2,6,6,9,10
824010,2026-07-05,,,605672,Jeremie Rehak,7,5,3,1,11,13
824089,2026-07-06,,,484198,Alan Porter,1,15,7,5,13,5
822958,2026-07-06,,,621660,Emil Jimenez,5,1,2,0,17,9
822712,2026-07-06,,,605670,Dan Merzel,11,12,3,3,6,9
824900,2026-07-06,,,483561,Lance Barrett,7,6,5,5,9,13
823036,2026-07-06,,,664263,Edwin Jimenez,4,3,3,2,9,6
823282,2026-07-06,,,605674,Ryan Wills,8,0,1,0,9,11
823205,2026-07-06,,,658536,Austin Jones,1,10,2,6,7,8
823930,2026-07-06,,,427248,Dan Iassogna,7,8,8,2,7,5
823062,2026-07-07,,,623949,Clint Vondrak,4,3,4,1,5,13
823035,2026-07-07,,,503077,Adam Hamari,10,2,7,1,6,5
824820,2026-07-07,,,594151,Ramon De Jesus,5,2,3,3,5,12
824254,2026-07-07,,,427554,Jim Wolf,2,6,2,4,12,11
823361,2026-07-07,,,483569,Vic Carapazza,4,12,1,7,6,4
823847,2026-07-07,,,503490,Chris Segal,5,6,4,4,8,8
822956,2026-07-07,,,573597,Gabe Morales,4,6,0,3,17,6
822713,2026-07-07,,,575629,Shane Livensparger,6,3,7,4,8,10
823607,2026-07-07,,,427292,Ron Kulpa,16,12,11,5,11,4
824495,2026-07-07,,,623946,Malachi Moore,4,1,2,3,9,18
823687,2026-07-07,,,427243,Marvin Hudson,1,3,1,3,13,8
824579,2026-07-07,,,605671,Charlie Ramos,8,1,7,2,8,10
822881,2026-07-07,,,489985,Chad Whitson,3,8,2,2,11,7
823280,2026-07-07,,,427013,Lance Barksdale,1,4,3,3,8,5
823203,2026-07-07,,,427128,Rob Drake,9,3,2,0,5,6
823929,2026-07-07,,,644760,Adam Beck,4,3,3,4,11,7
823202,2026-07-08,,,521889,Stu Scheurwater,10,0,4,3,3,11
824815,2026-07-08,,,482641,Adrian Johnson,9,7,4,2,6,4
824253,2026-07-08,,,623945,Alex MacKay,1,6,2,6,12,8
823360,2026-07-08,,,554242,Edwin Moscoso,3,0,0,2,13,11
823848,2026-07-08,,,427113,Laz Diaz,0,2,2,0,9,7
822957,2026-07-08,,,427139,Doug Eddings,0,3,0,1,11,7
822710,2026-07-08,,,483919,Mark Ripperger,2,8,0,10,10,3
823605,2026-07-08,,,658325,Tyler Jones,2,6,3,5,7,6
824496,2026-07-08,,,427315,Alfonso Márquez,5,11,8,7,7,10
823684,2026-07-08,,,596809,Ryan Additon,5,6,6,8,13,7
824578,2026-07-08,,,482663,David Rackley,5,0,3,1,11,6
823032,2026-07-08,,,668921,Jen Pawol,1,5,2,0,9,7
822880,2026-07-08,,,431232,Chad Fairchild,13,1,2,5,9,14
823928,2026-07-08,,,676580,Steven Jaschinski,3,4,2,2,10,9
823279,2026-07-08,,,691042,Willie Traynor,4,10,2,2,4,4
823359,2026-07-09,,,544728,Nic Lentz,10,5,8,5,10,7
823606,2026-07-09,,,484499,Manny Gonzalez,3,7,1,4,9,7
822954,2026-07-09,,,483912,Mike Muchlinski,12,4,4,2,7,9
824816,2026-07-09,,,607884,Paul Clemons,2,3,2,7,5,5
823683,2026-07-09,,,503502,Ryan Blakney,5,2,4,1,9,14
824577,2026-07-09,,,427197,Chris Guccione,2,1,4,1,6,9
824251,2026-07-09,,,577468,Roberto Ortiz,1,4,1,3,11,9
823846,2026-07-09,,,623938,Erich Bacchus,4,8,6,5,9,4
824494,2026-07-09,,,482631,Mike Estabrook,1,0,1,2,7,14
823034,2026-07-09,,,429805,Todd Tichenor,8,4,3,3,8,7
822877,2026-07-09,,,427344,Bill Miller,6,7,4,1,15,10
823277,2026-07-09,,,504381,Will Little,3,1,2,3,10,9
823201,2026-07-09,,,608093,Junior Valentine,2,8,4,6,9,9
824252,2026-07-10,,,427537,Hunter Wendelstedt,2,10,3,5,7,9
822709,2026-07-10,,,598411,Nestor Ceja,5,3,3,0,11,8
824817,2026-07-10,,,521051,Nick Mahrley,3,5,1,3,7,7
824493,2026-07-10,,,427554,Jim Wolf,0,4,1,1,16,8
822955,2026-07-10,,,665297,Tom Hanahan,2,7,1,1,5,6
823845,2026-07-10,,,665281,Brian Walsh,3,2,0,5,9,3
823604,2026-07-10,,,484198,Alan Porter,6,2,5,1,10,3
824575,2026-07-10,,,621660,Emil Jimenez,1,14,1,4,11,9
822878,2026-07-10,,,511890,Quinn Wolcott,3,7,1,6,2,7
823685,2026-07-10,,,427366,Brian O'Nora,4,3,2,3,6,4
823033,2026-07-10,,,605672,Jeremie Rehak,1,2,1,3,7,11
823278,2026-07-10,,,623949,Clint Vondrak,5,3,2,3,5,8
823927,2026-07-10,,,658536,Austin Jones,9,3,5,1,12,9
823200,2026-07-10,,,605674,Ryan Wills,4,3,7,6,9,3
823357,2026-07-11,,,483561,Lance Barrett,6,7,5,3,8,9
823356,2026-07-11,,,623946,Malachi Moore,2,3,6,1,9,6
823682,2026-07-11,,,503490,Chris Segal,3,5,4,4,9,4
824576,2026-07-11,,,573597,Gabe Morales,0,1,4,2,6,11
823198,2026-07-11,,,427013,Lance Barksdale,2,4,3,1,6,9
822711,2026-07-11,,,605671,Charlie Ramos,4,2,4,5,6,8
823603,2026-07-11,,,665576,Brock Ballou,4,0,5,7,9,8
822953,2026-07-11,,,427292,Ron Kulpa,1,6,4,2,10,5
823844,2026-07-11,,,489985,Chad Whitson,4,1,2,4,11,4
824249,2026-07-11,,,483569,Vic Carapazza,4,2,2,2,9,7
824813,2026-07-11,,,427243,Marvin Hudson,1,6,2,2,9,10
822875,2026-07-11,,,594151,Ramon De Jesus,9,3,4,2,9,12
824492,2026-07-11,,,605670,Dan Merzel,5,3,5,3,7,8
823030,2026-07-11,,,427248,Dan Iassogna,1,4,2,1,11,6
823276,2026-07-11,,,503077,Adam Hamari,7,8,6,11,7,7
823926,2026-07-11,,,427128,Rob Drake,9,2,6,0,8,6
823358,2026-07-12,,,427315,Alfonso Márquez,5,14,4,3,8,10
824814,2026-07-12,,,596809,Ryan Additon,2,8,0,4,11,10
822708,2026-07-12,,,482663,David Rackley,5,3,3,3,8,6
824491,2026-07-12,,,623945,Alex MacKay,8,4,5,1,7,6
823602,2026-07-12,,,575629,Shane Livensparger,3,2,4,1,6,14
822951,2026-07-12,,,658292,Derek Thomas,8,2,5,4,9,8
824250,2026-07-12,,,554242,Edwin Moscoso,5,0,3,2,12,14
823842,2026-07-12,,,431232,Chad Fairchild,5,2,3,2,6,14
823681,2026-07-12,,,427113,Laz Diaz,2,4,3,3,8,6
824574,2026-07-12,,,427139,Doug Eddings,1,9,0,3,8,9
823029,2026-07-12,,,644760,Adam Beck,4,3,6,5,6,9
822876,2026-07-12,,,482641,Adrian Johnson,5,6,5,5,8,8
823199,2026-07-12,,,691042,Willie Traynor,1,3,2,5,6,4
823925,2026-07-12,,,521889,Stu Scheurwater,5,3,3,5,9,6
823274,2026-07-12,,,668921,Jen Pawol,4,5,3,3,7,9
823440,2026-07-16,,,427248,Dan Iassogna,4,1,6,1,8,9
824766,2026-07-17,,,482631,Mike Estabrook,0,10,1,2,4,8
824737,2026-07-17,,,483561,Lance Barrett,3,5,2,3,8,6
823524,2026-07-17,,,608093,Junior Valentine,2,1,2,3,10,8
824901,2026-07-17,,,482620,Chris Conroy,1,15,0,6,7,5
822789,2026-07-17,,,482608,Scott Barry,12,4,3,4,8,9
823766,2026-07-17,,,521051,Nick Mahrley,1,2,0,8,9,13
824655,2026-07-17,,,427129,Bruce Dreckman,5,2,3,4,10,9
824170,2026-07-17,,,623938,Erich Bacchus,3,2,4,9,13,8
824090,2026-07-17,,,598411,Nestor Ceja,6,7,2,5,4,9
824332,2026-07-17,,,596740,Jansen Visconti,7,2,3,0,9,8
824009,2026-07-17,,,504381,Will Little,2,1,1,4,12,14
824981,2026-07-17,,,596805,John Libka,23,4,6,1,13,14
825060,2026-07-17,,,427344,Bill Miller,5,4,5,3,5,8
823115,2026-07-17,,,483919,Mark Ripperger,7,0,2,3,9,4
824414,2026-07-18,,,577468,Roberto Ortiz,7,1,0,1,14,13
824412,2026-07-18,,,427554,Jim Wolf,3,5,5,4,10,10
824657,2026-07-18,,,608158,Nate Tomlinson,2,6,1,4,7,11
823441,2026-07-18,,,644760,Adam Beck,1,6,2,5,11,10
822790,2026-07-18,,,484499,Manny Gonzalez,0,1,3,3,10,6
824331,2026-07-18,,,427164,Andy Fletcher,3,10,1,3,6,8
824169,2026-07-18,,,427366,Brian O'Nora,4,2,6,2,15,10
824088,2026-07-18,,,691042,Willie Traynor,1,6,5,2,5,8
825059,2026-07-18,,,665281,Brian Walsh,3,5,2,5,7,8
824738,2026-07-18,,,623946,Malachi Moore,6,7,3,3,7,8
824899,2026-07-18,,,521251,Ben May,7,6,4,1,9,9
823763,2026-07-18,,,658292,Derek Thomas,6,8,2,7,13,10
823116,2026-07-18,,,483564,Dan Bellino,3,4,3,3,12,8
824979,2026-07-18,,,428442,James Hoye,1,15,4,7,11,6
824008,2026-07-18,,,605674,Ryan Wills,7,0,1,2,7,10
822786,2026-07-19,,,665297,Tom Hanahan,3,0,2,1,12,6
823523,2026-07-19,,,427128,Rob Drake,8,2,7,0,13,7
823521,2026-07-19,,,490319,Jordan Baker,1,2,4,5,8,9
824739,2026-07-19,,,427315,Alfonso Márquez,1,6,5,4,8,5
823439,2026-07-19,,,681849,Felix Neon,6,1,7,3,8,14
824897,2026-07-19,,,639723,Brennan Miller,5,8,3,2,7,9
824411,2026-07-19,,,623945,Alex MacKay,7,1,5,2,15,11
824168,2026-07-19,,,503490,Chris Segal,5,2,7,1,10,8
824086,2026-07-19,,,605671,Charlie Ramos,19,2,6,2,4,7
823764,2026-07-19,,,427243,Marvin Hudson,1,3,1,4,10,12
824653,2026-07-19,,,676581,James Jean,1,10,3,6,4,9
824330,2026-07-19,,,605673,Alex Tosi,9,6,5,0,6,9
824978,2026-07-19,,,658082,Jacob Metz,5,2,5,2,10,6
824007,2026-07-19,,,427013,Lance Barksdale,2,3,3,5,7,10
823113,2026-07-19,,,665298,Dexter Kelley,3,6,2,3,16,7
825057,2026-07-19,,,658325,Tyler Jones,7,8,8,4,7,7
824410,2026-07-20,,,482663,David Rackley,4,13,3,2,9,7
823522,2026-07-20,,,607884,Paul Clemons,5,8,3,1,10,8
822788,2026-07-20,,,483630,John Tumpane,7,1,2,2,9,2
824736,2026-07-20,,,521889,Stu Scheurwater,5,6,2,0,15,9
823436,2026-07-20,,,427113,Laz Diaz,7,10,2,2,10,9
824898,2026-07-20,,,483912,Mike Muchlinski,2,3,2,2,5,8
824087,2026-07-20,,,482631,Mike Estabrook,3,4,2,2,8,6
823762,2026-07-20,,,484183,Cory Blaser,3,8,4,3,15,8
824654,2026-07-20,,,503586,Tripp Gibson,8,6,4,5,11,10
822874,2026-07-20,,,596809,Ryan Additon,10,3,5,2,8,14
824167,2026-07-20,,,482666,D.J. Reyburn,5,8,4,5,14,8
824328,2026-07-20,,,429805,Todd Tichenor,7,3,2,5,7,3
825058,2026-07-20,,,544728,Nic Lentz,5,2,1,2,7,7
823112,2026-07-20,,,665302,Dillon Wilson,0,8,2,3,9,7
824006,2026-07-20,,,575629,Shane Livensparger,2,3,2,2,11,7
824409,2026-07-21,,,598411,Nestor Ceja,2,5,1,4,9,3
823437,2026-07-21,,,623938,Erich Bacchus,2,1,0,1,11,11
822787,2026-07-21,,,482620,Chris Conroy,12,2,3,1,7,6
824895,2026-07-21,,,621660,Emil Jimenez,8,3,6,8,11,9
824085,2026-07-21,,,483561,Lance Barrett,2,3,3,2,10,7
823760,2026-07-21,,,596740,Jansen Visconti,4,0,4,1,7,3
824652,2026-07-21,,,521051,Nick Mahrley,2,11,3,11,6,9
822871,2026-07-21,,,504381,Will Little,0,10,4,1,8,4
824165,2026-07-21,,,503493,Sean Barber,3,5,3,1,13,5
824329,2026-07-21,,,427129,Bruce Dreckman,7,8,2,2,10,6
824005,2026-07-21,,,483919,Mark Ripperger,1,5,1,4,11,9
825056,2026-07-21,,,427537,Hunter Wendelstedt,5,6,3,7,9,8
823114,2026-07-21,,,431232,Chad Fairchild,4,2,3,6,4,9
